RA,Dec,NAME,Diameter,Type,LongType,Redshift,Comoving Radial Distance (Gly),Light Travel Time (Gyr)
50.099743,41.358738,QSO   SDSS J032023.93+412131.5   20.504 Gly Distance   11.386 Gyr Light Travel Time,0,QSO,Quasar,2.8089,20.50449664,11.38591542
49.263524,41.258019,QSO   SDSS J031703.24+411528.8   19.684 Gly Distance   11.164 Gyr Light Travel Time,0,QSO,Quasar,2.5817,19.68419984,11.16378935
50.285211,41.539132,QSO   2MASS J03210844+4132208   19.243 Gly Distance   11.039 Gyr Light Travel Time,0,QSO,Quasar,2.4674,19.24291145,11.0385743
49.726412,41.02834,QSO   SDSS J031854.33+410142.0   18.457 Gly Distance   10.805 Gyr Light Travel Time,0,QSO,Quasar,2.2763,18.45719689,10.80543136
49.505128,41.977918,QSO   SDSS J031801.22+415840.5   12.995 Gly Distance   8.787 Gyr Light Travel Time,0,QSO,Quasar,1.275,12.99536699,8.786616797
49.233962,41.908176,QSO   SDSS J031656.14+415429.4   9.638 Gly Distance   7.145 Gyr Light Travel Time,0,QSO,Quasar,0.8476,9.638340289,7.145492523
49.823333,41.499444,GiC   [CGW2003] J031917.6+4129   6.893 Gly Distance   5.528 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.56259,6.892768109,5.527960872
49.7325,41.394722,GiC   [CGW2003] J031855.8+4123   4.139 Gly Distance   3.607 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.317285,4.139109303,3.607422623
49.862083,41.551389,GiC   [CGW2003] J031926.9+4133   3.599 Gly Distance   3.19 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.272868,3.599036723,3.190385821
49.81625,41.505556,GiC   [CGW2003] J031915.9+4130   3.564 Gly Distance   3.163 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.269994,3.563645758,3.162553765
49.98375,41.485833,GiC   [CGW2003] J031956.1+4129   3.498 Gly Distance   3.111 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.264684,3.498114857,3.110852664
49.789583,41.525278,GiC   [CGW2003] J031909.5+4131   3.41 Gly Distance   3.041 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.257563,3.409943875,3.040946518
49.812917,41.4825,GiC   [CGW2003] J031915.1+4128   3.26 Gly Distance   2.921 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.245508,3.259922439,2.921090153
49.99375,41.517222,GiC   [CGW2003] J031958.5+4131   3.244 Gly Distance   2.909 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.244267,3.24442437,2.908642344
49.900417,41.546389,GiC   [CGW2003] J031936.1+4132   2.536 Gly Distance   2.326 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.188344,2.535561894,2.32574873
49.787917,41.545,GiC   [CGW2003] J031909.1+4132   2.31 Gly Distance   2.135 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.170882,2.310030884,2.134576527
49.98375,41.544167,GiC   [CGW2003] J031956.1+4132   2.005 Gly Distance   1.872 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.14752,2.005197507,1.871627045
49.153,41.595568,G   LEDA 2183589   1.992 Gly Distance   1.86 Gyr Light Travel Time,0.29,G,Galaxy,0.14651,1.991938987,1.860069346
49.15084,41.60069,GrG   [DCA2018] 416050   1.992 Gly Distance   1.86 Gyr Light Travel Time,0,GrG,Group of Galaxies,0.14651,1.991938987,1.860069346
49.382841,41.165561,EmG   SDSS J031731.88+410956.0   1.854 Gly Distance   1.74 Gyr Light Travel Time,0,EmG,Emission-line galaxy,0.13606,1.854372272,1.739546503
49.665082,41.77196,G   SDSS J031839.62+414619.2   1.841 Gly Distance   1.728 Gyr Light Travel Time,0,G,Galaxy,0.13508,1.841435125,1.728155289
49.325209,41.095171,EmG   LEDA 2175641   1.836 Gly Distance   1.723 Gyr Light Travel Time,0.26,EmG,Emission-line galaxy,0.13465,1.835756667,1.723152276
49.284244,41.704578,G   LEDA 2185472   1.828 Gly Distance   1.717 Gyr Light Travel Time,0.26,G,Galaxy,0.13408,1.828227571,1.716515833
49.335697,41.686223,G   SDSS J031720.56+414110.4   1.827 Gly Distance   1.715 Gyr Light Travel Time,0,G,Galaxy,0.13398,1.826906461,1.71535101
48.862342,41.468569,EmG   SDSS J031526.97+412806.9   1.826 Gly Distance   1.715 Gyr Light Travel Time,0,EmG,Emission-line galaxy,0.13392,1.826113765,1.71465204
49.883196,41.304231,GiC   2MASX J03193195+4118151   1.588 Gly Distance   1.503 Gyr Light Travel Time,0.15,GiC,Galaxy in Cluster of Galaxies,0.11596,1.587792149,1.502818999
50.043804,41.245618,G   LEDA 2177985   1.165 Gly Distance   1.119 Gyr Light Travel Time,0.25,G,Galaxy,0.0845,1.165358749,1.118877392
49.59088,42.076995,GiC   2MASX J03182179+4204372   1.118 Gly Distance   1.075 Gyr Light Travel Time,0.147,GiC,Galaxy in Cluster of Galaxies,0.08103,1.118379828,1.075494873
50.193908,41.512043,G   SDSS J032046.53+413043.4   1.108 Gly Distance   1.066 Gyr Light Travel Time,0,G,Galaxy,0.08026,1.107944792,1.065839784
49.308494,41.469885,SN*   PTF 10ood   0.825 Gly Distance   0.802 Gyr Light Travel Time,0,SN*,SuperNova,0.0595,0.825198171,0.80158182
49.334194,41.330029,G   LEDA 2179385   0.823 Gly Distance   0.799 Gyr Light Travel Time,0.27,G,Galaxy,0.05933,0.822871646,0.799386049
49.799339,41.132514,G   SDSS J031911.84+410757.0   0.669 Gly Distance   0.654 Gyr Light Travel Time,0,G,Galaxy,0.04813,0.669197328,0.653563942
49.802917,41.510556,GiC   [CGW2003] J031912.7+4130   0.413 Gly Distance   0.407 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.029595,0.413169767,0.407135461
49.838333,41.478333,GiC   [CGW2003] J031921.2+4128   0.409 Gly Distance   0.403 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.029323,0.409396794,0.403470917
49.046213,41.10187,GiC   LEDA 2175744   0.406 Gly Distance   0.4 Gyr Light Travel Time,0.29,GiC,Galaxy in Cluster of Galaxies,0.02906,0.405748231,0.399926285
49.574981,41.675307,GiC   2MASX J03181800+4140307   0.402 Gly Distance   0.396 Gyr Light Travel Time,0.33,GiC,Galaxy in Cluster of Galaxies,0.02879,0.402002114,0.396285937
49.906115,41.632866,GiC   2MASX J03193743+4137580   0.4 Gly Distance   0.394 Gyr Light Travel Time,0.443,GiC,Galaxy in Cluster of Galaxies,0.02864,0.399920745,0.39426292
49.942083,41.414167,GiC   [CGW2003] J031946.1+4124   0.4 Gly Distance   0.394 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.028619,0.399629343,0.393979664
49.775357,41.082538,GiG   2MASX J03190609+4104571   0.396 Gly Distance   0.391 Gyr Light Travel Time,0.503,GiG,Galaxy in Group of Galaxies,0.028392,0.396479245,0.390917258
49.581335,41.855945,GiC   2MASX J03181953+4151218   0.387 Gly Distance   0.381 Gyr Light Travel Time,0.237,GiC,Galaxy in Cluster of Galaxies,0.02768,0.386596709,0.381305441
49.79329,41.1123,PaG   [TKK2018] 1312   0.383 Gly Distance   0.378 Gyr Light Travel Time,0,PaG,Pair of Galaxies,0.02743,0.383125979,0.377928207
49.663788,41.9971,GiC   2MASX J03183928+4159489   0.379 Gly Distance   0.374 Gyr Light Travel Time,0.423,GiC,Galaxy in Cluster of Galaxies,0.02715,0.379238305,0.374144286
49.491728,41.900489,GiC   2MASX J03175803+4154021   0.375 Gly Distance   0.37 Gyr Light Travel Time,0.347,GiC,Galaxy in Cluster of Galaxies,0.02682,0.374655787,0.369682738
49.810774,41.141465,GiG   2MASX J03191458+4108291   0.373 Gly Distance   0.368 Gyr Light Travel Time,0.597,GiG,Galaxy in Group of Galaxies,0.0267,0.372989251,0.368059841
49.779869,41.142639,GiC   2MASX J03190715+4108330   0.368 Gly Distance   0.363 Gyr Light Travel Time,0.34,GiC,Galaxy in Cluster of Galaxies,0.02635,0.368128016,0.363324813
49.864095,41.635268,GiG   UGC  2665   0.361 Gly Distance   0.357 Gyr Light Travel Time,0.617,GiG,Galaxy in Group of Galaxies,0.02587,0.361459957,0.356827244
49.6475,41.667222,GiC   2MFGC 2715   0.361 Gly Distance   0.357 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.025852,0.361209877,0.3565835
49.565308,41.857761,GiC   NGC  1265   0.351 Gly Distance   0.347 Gyr Light Travel Time,1.8,GiC,Galaxy in Cluster of Galaxies,0.02514,0.351316241,0.346937053
49.949146,41.596336,GiG   2MASX J03194782+4135472   0.347 Gly Distance   0.343 Gyr Light Travel Time,0.487,GiG,Galaxy in Group of Galaxies,0.02483,0.347007647,0.342734015
49.793333,41.493611,GiC   [CGW2003] J031910.4+4129   0.346 Gly Distance   0.342 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.02474,0.345756655,0.341513432
50.137446,41.732381,GiC   2MFGC 2743   0.345 Gly Distance   0.341 Gyr Light Travel Time,0.44,GiC,Galaxy in Cluster of Galaxies,0.024702,0.345228443,0.340998028
49.588958,41.072,GiC   [BM99] 183   0.341 Gly Distance   0.337 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.0244,0.341030236,0.336900936
49.265197,41.633585,GiG   2MASX J03170362+4138012   0.338 Gly Distance   0.334 Gyr Light Travel Time,0.807,GiG,Galaxy in Group of Galaxies,0.02418,0.337971587,0.333915195
50.39253,41.506201,GiG   2MASX J03213422+4130219   0.336 Gly Distance   0.332 Gyr Light Travel Time,0.86,GiG,Galaxy in Group of Galaxies,0.02405,0.336164064,0.332150457
49.996051,41.47961,GiG   NGC  1279   0.336 Gly Distance   0.332 Gyr Light Travel Time,0.587,GiG,Galaxy in Group of Galaxies,0.02401,0.335607882,0.331607395
49.686746,41.511435,GiC   2MASX J03184479+4130411   0.335 Gly Distance   0.331 Gyr Light Travel Time,0.273,GiC,Galaxy in Cluster of Galaxies,0.02394,0.334634541,0.330656962
50.087337,41.373735,AGN   2MASX J03202094+4122254   0.331 Gly Distance   0.327 Gyr Light Travel Time,0.423,AGN,Active Galaxy Nucleus,0.02369,0.331158076,0.32726179
50.055269,41.286867,GiC   2MASX J03201328+4117122   0.331 Gly Distance   0.327 Gyr Light Travel Time,0.29,GiC,Galaxy in Cluster of Galaxies,0.02369,0.331158076,0.32726179
50.307083,41.654167,G   [SKM2012] A426 137   0.326 Gly Distance   0.322 Gyr Light Travel Time,0,G,Galaxy,0.023335,0.326220838,0.322438579
50.141388,41.221822,GiC   2MASX J03203393+4113185   0.318 Gly Distance   0.314 Gyr Light Travel Time,0.177,GiC,Galaxy in Cluster of Galaxies,0.02275,0.318083142,0.314485173
50.122342,41.514594,GiC   2MASX J03202936+4130525   0.318 Gly Distance   0.314 Gyr Light Travel Time,0.38,GiC,Galaxy in Cluster of Galaxies,0.02275,0.318083142,0.314485173
50.41654,41.36056,GiG   NGC  1294   0.317 Gly Distance   0.314 Gyr Light Travel Time,1.017,GiG,Galaxy in Group of Galaxies,0.0227,0.317387515,0.313805089
50.064674,41.398642,AGN   NGC  1283   0.313 Gly Distance   0.31 Gyr Light Travel Time,0.637,AGN,Active Galaxy Nucleus,0.02242,0.313491723,0.309995725
49.775,41.438611,GiC   [CGW2003] 16   0.31 Gly Distance   0.307 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.022185,0.310221669,0.306797413
49.905289,41.48597,GiC   LEDA   12409   0.31 Gly Distance   0.307 Gyr Light Travel Time,0.287,GiC,Galaxy in Cluster of Galaxies,0.02218,0.31015209,0.306729352
49.568549,41.734898,GiG   2MASX J03181640+4144057   0.308 Gly Distance   0.304 Gyr Light Travel Time,0.547,GiG,Galaxy in Group of Galaxies,0.022,0.307647134,0.304278843
49.371523,41.3756,GiC   MCG+07-07-048   0.306 Gly Distance   0.303 Gyr Light Travel Time,0.583,GiC,Galaxy in Cluster of Galaxies,0.02188,0.305977053,0.302644823
49.880791,41.441429,GiC   SDSS J031931.38+412629.1   0.303 Gly Distance   0.3 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.021653,0.302817576,0.299553041
49.593733,41.409754,EmG   2MASX J03182245+4124347   0.301 Gly Distance   0.298 Gyr Light Travel Time,0.667,EmG,Emission-line galaxy,0.02155,0.301383877,0.298149833
50.407541,41.3578,AG?   2MASS J03213780+4121280   0.301 Gly Distance   0.298 Gyr Light Travel Time,0,AG?,Possible Active Galaxy Nucleus,0.021546,0.301328198,0.298095335
49.918969,41.548628,GiG   NGC  1274   0.299 Gly Distance   0.296 Gyr Light Travel Time,0.547,GiG,Galaxy in Group of Galaxies,0.02138,0.299017435,0.295833411
49.249016,41.356572,GiG   UGC  2626   0.294 Gly Distance   0.291 Gyr Light Travel Time,0.81,GiG,Galaxy in Group of Galaxies,0.021,0.293727103,0.290653506
49.066007,41.180728,GiG   UGC  2619   0.293 Gly Distance   0.29 Gyr Light Travel Time,0.67,GiG,Galaxy in Group of Galaxies,0.02095,0.293030941,0.289971732
49.96862,41.549811,GiC   2MASX J03195247+4132592   0.293 Gly Distance   0.29 Gyr Light Travel Time,0.33,GiC,Galaxy in Cluster of Galaxies,0.02092,0.292613236,0.289562644
49.323711,41.42146,GiC   2MASX J03171766+4125172   0.291 Gly Distance   0.288 Gyr Light Travel Time,0.33,GiC,Galaxy in Cluster of Galaxies,0.02083,0.291360089,0.288335276
49.712879,41.392354,AG?   LEDA 2180406   0.289 Gly Distance   0.286 Gyr Light Travel Time,0.227,AG?,Possible Active Galaxy Nucleus,0.02063,0.288575141,0.28560723
49.823996,41.644332,GiG   2MASS J03191776+4138396   0.288 Gly Distance   0.285 Gyr Light Travel Time,0.463,GiG,Galaxy in Group of Galaxies,0.0206,0.288157378,0.285197957
49.917494,41.329191,GiC   2MASX J03194021+4119450   0.286 Gly Distance   0.283 Gyr Light Travel Time,0.353,GiC,Galaxy in Cluster of Galaxies,0.02046,0.286207743,0.283287783
49.366298,41.613004,GiG   2MASX J03172788+4136465   0.286 Gly Distance   0.283 Gyr Light Travel Time,0.513,GiG,Galaxy in Group of Galaxies,0.02041,0.285511416,0.282605486
49.305083,41.650942,GiG   2MASX J03171317+4139032   0.286 Gly Distance   0.283 Gyr Light Travel Time,0.67,GiG,Galaxy in Group of Galaxies,0.02041,0.285511416,0.282605486
49.976958,41.564861,SN*   SN 2016ajf   0.284 Gly Distance   0.281 Gyr Light Travel Time,0,SN*,SuperNova,0.02031,0.284118715,0.281240747
50.23575,41.43892,AG?   LEDA 2181110   0.281 Gly Distance   0.278 Gyr Light Travel Time,0.23,AG?,Possible Active Galaxy Nucleus,0.020104,0.28124956,0.278428774
49.975546,41.563409,GiG   NGC  1278   0.281 Gly Distance   0.278 Gyr Light Travel Time,0.917,GiG,Galaxy in Group of Galaxies,0.0201,0.281193846,0.278374165
49.383289,41.411683,GiC   2MASX J03173200+4124425   0.281 Gly Distance   0.278 Gyr Light Travel Time,0.413,GiC,Galaxy in Cluster of Galaxies,0.020072,0.280803843,0.277991889
49.69749,41.428364,GiC   2MASX J03184738+4125421   0.28 Gly Distance   0.277 Gyr Light Travel Time,0.377,GiC,Galaxy in Cluster of Galaxies,0.02003,0.280218829,0.277418447
50.370026,41.53694,GiG   2MASX J03212883+4132129   0.28 Gly Distance   0.277 Gyr Light Travel Time,0.473,GiG,Galaxy in Group of Galaxies,0.01999,0.279661664,0.27687228
49.797048,41.353188,GiG   NGC  1271   0.279 Gly Distance   0.276 Gyr Light Travel Time,0.567,GiG,Galaxy in Group of Galaxies,0.01993,0.278825897,0.276052972
49.89958,41.151062,GiC   2MASX J03193592+4109041   0.278 Gly Distance   0.276 Gyr Light Travel Time,0.52,GiC,Galaxy in Cluster of Galaxies,0.0199,0.278408005,0.275643292
48.972146,41.323306,GiC   2MASX J03155331+4119242   0.278 Gly Distance   0.276 Gyr Light Travel Time,0.21,GiC,Galaxy in Cluster of Galaxies,0.01989,0.278268707,0.275506728
49.4,41.4,G   [CR71] 14   0.278 Gly Distance   0.275 Gyr Light Travel Time,0,G,Galaxy,0.01987,0.277990108,0.275233594
49.751667,41.483889,GiC   [CGW2003] J031900.4+4129   0.275 Gly Distance   0.273 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.019691,0.275496541,0.272788701
49.963528,41.535349,GiC   2MASX J03195122+4132072   0.274 Gly Distance   0.272 Gyr Light Travel Time,0.173,GiC,Galaxy in Cluster of Galaxies,0.019609,0.274354171,0.271668487
49.345081,41.405796,CGG   MLCG 0113   0.274 Gly Distance   0.272 Gyr Light Travel Time,0,CGG,Compact Group of Galaxies,0.0196,0.274228786,0.271545529
50.489521,41.552189,GiC   2MASX J03215746+4133080   0.274 Gly Distance   0.271 Gyr Light Travel Time,0.227,GiC,Galaxy in Cluster of Galaxies,0.019582,0.273978015,0.271299608
49.387006,41.296979,GiC   2MASX J03173289+4117495   0.272 Gly Distance   0.269 Gyr Light Travel Time,0.367,GiC,Galaxy in Cluster of Galaxies,0.01944,0.271999644,0.269359342
49.321961,41.38542,GiG   NGC  1259   0.27 Gly Distance   0.267 Gyr Light Travel Time,0.587,GiG,Galaxy in Group of Galaxies,0.01928,0.269770346,0.267172658
48.990608,41.215971,GiC   2MASX J03155773+4112572   0.269 Gly Distance   0.267 Gyr Light Travel Time,0.467,GiC,Galaxy in Cluster of Galaxies,0.019235,0.269143328,0.266557564
49.524402,41.581358,GiC   LEDA 2183357   0.269 Gly Distance   0.266 Gyr Light Travel Time,0.3,GiC,Galaxy in Cluster of Galaxies,0.01919,0.268516297,0.265942431
49.363457,41.405134,GiG   NGC  1260   0.266 Gly Distance   0.263 Gyr Light Travel Time,0.883,GiG,Galaxy in Group of Galaxies,0.019,0.265868698,0.263344767
49.36275,41.405417,SN*   SN 2006gy   0.266 Gly Distance   0.263 Gyr Light Travel Time,0,SN*,SuperNova,0.019,0.265868698,0.263344767
49.681213,41.072499,GiG   UGC  2656   0.265 Gly Distance   0.263 Gyr Light Travel Time,0.663,GiG,Galaxy in Group of Galaxies,0.01895,0.265171925,0.262661055
49.179078,41.324893,rG   IC  310   0.264 Gly Distance   0.261 Gyr Light Travel Time,0.947,rG,Radio Galaxy,0.01885,0.263778332,0.261293485
49.696041,41.439014,CGG   MLCG 1327   0.263 Gly Distance   0.261 Gyr Light Travel Time,0,CGG,Compact Group of Galaxies,0.0188,0.263081513,0.260609627
49.61525,41.32131,AG?   LEDA 2179260   0.263 Gly Distance   0.26 Gyr Light Travel Time,0.29,AG?,Possible Active Galaxy Nucleus,0.018787,0.262900338,0.260431816
49.76795,41.232832,AG?   GPM  49.767869+41.232968   0.26 Gly Distance   0.258 Gyr Light Travel Time,0.317,AG?,Possible Active Galaxy Nucleus,0.0186063,0.260381892,0.257959904
49.97045,41.608686,GiC   2MASX J03195290+4136312   0.259 Gly Distance   0.257 Gyr Light Travel Time,0.29,GiC,Galaxy in Cluster of Galaxies,0.01853,0.259318427,0.256915956
49.758846,41.619909,GiC   2MASX J03190207+4137121   0.259 Gly Distance   0.257 Gyr Light Travel Time,0.203,GiC,Galaxy in Cluster of Galaxies,0.01851,0.259039662,0.256642294
49.767917,41.233056,GiC   LEDA   12356   0.258 Gly Distance   0.256 Gyr Light Travel Time,0.54,GiC,Galaxy in Cluster of Galaxies,0.018453,0.258245169,0.255862316
49.631966,41.274048,GiC   2MASX J03183170+4116259   0.258 Gly Distance   0.256 Gyr Light Travel Time,0.37,GiC,Galaxy in Cluster of Galaxies,0.01843,0.257924578,0.25554757
49.935609,41.278069,GiG   2MASX J03194454+4116411   0.257 Gly Distance   0.255 Gyr Light Travel Time,0.55,GiG,Galaxy in Group of Galaxies,0.01836,0.256948847,0.254589585
49.906892,41.380303,GiC   2MASX J03193765+4122490   0.257 Gly Distance   0.255 Gyr Light Travel Time,0.173,GiC,Galaxy in Cluster of Galaxies,0.01836,0.256948847,0.254589585
50.119202,41.488835,GiC   2MASX J03202856+4129195   0.254 Gly Distance   0.251 Gyr Light Travel Time,0.353,GiC,Galaxy in Cluster of Galaxies,0.01812,0.253603259,0.25130434
49.843312,41.429342,GiG   2MASX J03192236+4125461   0.253 Gly Distance   0.251 Gyr Light Travel Time,0.543,GiG,Galaxy in Group of Galaxies,0.0181,0.253324444,0.251030519
49.6142,41.5024,ClG   [T2015] nest 200001   0.253 Gly Distance   0.251 Gyr Light Travel Time,0,ClG,Cluster of Galaxies,0.018076,0.252989863,0.250701923
49.63578,41.4658,GrG   [TKK2018] 1340   0.252 Gly Distance   0.25 Gyr Light Travel Time,0,GrG,Group of Galaxies,0.01802,0.25220916,0.249935157
49.429583,41.524167,GrG   [CHM2007] HDC  219   0.252 Gly Distance   0.25 Gyr Light Travel Time,104,GrG,Group of Galaxies,0.017994,0.251846684,0.249579138
49.9482,41.515,ClG   ACO   426   0.251 Gly Distance   0.248 Gyr Light Travel Time,12,ClG,Cluster of Galaxies,0.0179,0.25053616,0.248291881
49.154658,41.789265,GiC   2MASX J03163712+4147215   0.25 Gly Distance   0.248 Gyr Light Travel Time,0.327,GiC,Galaxy in Cluster of Galaxies,0.01788,0.250257318,0.248017975
49.319149,41.38229,SN*   SN 2008L   0.25 Gly Distance   0.247 Gyr Light Travel Time,0,SN*,SuperNova,0.017842,0.249727512,0.247497531
50.19165,41.734928,GiC   2MASX J03204603+4144055   0.25 Gly Distance   0.247 Gyr Light Travel Time,0.423,GiC,Galaxy in Cluster of Galaxies,0.01784,0.249699628,0.247470138
49.861443,41.540486,GiG   NGC  1273   0.25 Gly Distance   0.247 Gyr Light Travel Time,0.69,GiG,Galaxy in Group of Galaxies,0.01784,0.249699628,0.247470138
49.375,41.481667,GrG   LGG  88   0.25 Gly Distance   0.247 Gyr Light Travel Time,0,GrG,Group of Galaxies,0.017838,0.249671743,0.247442746
49.98145,41.52312,GiC   LEDA   12443   0.248 Gly Distance   0.246 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.01773,0.248165927,0.245963428
50.211264,41.600414,GiG   NAME NVSS J0320+4136   0.247 Gly Distance   0.245 Gyr Light Travel Time,0.493,GiG,Galaxy in Group of Galaxies,0.01764,0.246911027,0.244730489
49.686298,41.467476,GiG   NGC  1267   0.247 Gly Distance   0.245 Gyr Light Travel Time,0.733,GiG,Galaxy in Group of Galaxies,0.01764,0.246911027,0.244730489
49.957833,41.505167,SN*   SN 2005mz   0.246 Gly Distance   0.244 Gyr Light Travel Time,0,SN*,SuperNova,0.0176,0.246353277,0.244182466
49.363489,41.916591,GiC   2MASX J03172721+4155002   0.246 Gly Distance   0.244 Gyr Light Travel Time,0.353,GiC,Galaxy in Cluster of Galaxies,0.01756,0.245795518,0.243634412
50.003661,41.553773,GiG   LEDA   12451   0.246 Gly Distance   0.243 Gyr Light Travel Time,0.34,GiG,Galaxy in Group of Galaxies,0.01755,0.245656077,0.243497394
49.697005,41.980605,GiC   2MASX J03184727+4158500   0.245 Gly Distance   0.243 Gyr Light Travel Time,0.34,GiC,Galaxy in Cluster of Galaxies,0.01749,0.244819416,0.242675242
49.92479,41.4995,AG?   LEDA   12414   0.244 Gly Distance   0.242 Gyr Light Travel Time,0.28,AG?,Possible Active Galaxy Nucleus,0.017444,0.244177961,0.242044878
49.479796,40.926572,GiC   UGC  2642   0.243 Gly Distance   0.241 Gyr Light Travel Time,0.44,GiC,Galaxy in Cluster of Galaxies,0.01738,0.243285481,0.241167782
50.072449,41.348917,GiC   2MASX J03201737+4120562   0.241 Gly Distance   0.239 Gyr Light Travel Time,0.273,GiC,Galaxy in Cluster of Galaxies,0.0172,0.240775246,0.238700522
50.20542,41.37069,GiC   LEDA   12545   0.241 Gly Distance   0.239 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.017196,0.24071946,0.238645687
49.828333,41.442222,GiC   [CGW2003] J031918.8+4126   0.241 Gly Distance   0.239 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.017193,0.240677621,0.23860456
49.800119,41.089209,GiG   2MASX J03191203+4105211   0.241 Gly Distance   0.239 Gyr Light Travel Time,0.417,GiG,Galaxy in Group of Galaxies,0.01719,0.240635782,0.238563433
49.9025,41.560556,CGG   RSCG 21   0.238 Gly Distance   0.236 Gyr Light Travel Time,2.5,CGG,Compact Group of Galaxies,0.017,0.237985864,0.235958381
49.6,41.466667,GiC   [CR71] 21   0.238 Gly Distance   0.236 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.016999,0.237971916,0.235944669
49.790905,41.083713,GiC   LEDA 3099306   0.237 Gly Distance   0.235 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.016952,0.237316376,0.235300152
50.136293,41.50772,GiC   LEDA 3084851   0.237 Gly Distance   0.235 Gyr Light Travel Time,0,GiC,Galaxy in Cluster of Galaxies,0.016904,0.236646874,0.234641877
50.133678,41.758463,GiC   2MASX J03203209+4145305   0.236 Gly Distance   0.234 Gyr Light Travel Time,0.35,GiC,Galaxy in Cluster of Galaxies,0.01689,0.2364516,0.234449872
49.366267,41.487919,GiC   2MASX J03172790+4129165   0.236 Gly Distance   0.234 Gyr Light Travel Time,0.537,GiC,Galaxy in Cluster of Galaxies,0.01684,0.235754182,0.233764108
49.950667,41.511697,Sy2   3C  84   0.235 Gly Distance   0.233 Gyr Light Travel Time,2.63,Sy2,Seyfert 2 Galaxy,0.01681333,0.235382174,0.233398302
49.964523,41.573593,GiG   NGC  1277   0.235 Gly Distance   0.233 Gyr Light Travel Time,0.68,GiG,Galaxy in Group of Galaxies,0.01681,0.235335725,0.233352626
50.259288,41.409464,GiG   2MASX J03210223+4124339   0.234 Gly Distance   0.232 Gyr Light Travel Time,0.437,GiG,Galaxy in Group of Galaxies,0.01672,0.234080319,0.232118076
50.240855,41.506337,GiG   2MASX J03205776+4130229   0.233 Gly Distance   0.231 Gyr Light Travel Time,0.397,GiG,Galaxy in Group of Galaxies,0.01666,0.233243355,0.231294954
49.306743,41.435517,GiC   2MASX J03171358+4126082   0.233 Gly Distance   0.231 Gyr Light Travel Time,0.29,GiC,Galaxy in Cluster of Galaxies,0.01664,0.232964361,0.231020565
49.587293,41.463508,GiC   2MASX J03182094+4127487   0.232 Gly Distance   0.23 Gyr Light Travel Time,0.57,GiC,Galaxy in Cluster of Galaxies,0.016592,0.232294768,0.230361999
49.114687,41.627021,GiG   2MASX J03162752+4137377   0.232 Gly Distance   0.23 Gyr Light Travel Time,0.503,GiG,Galaxy in Group of Galaxies,0.01658,0.232127368,0.23019735
49.742097,41.47013,GiG   NGC  1270   0.232 Gly Distance   0.23 Gyr Light Travel Time,0.75,GiG,Galaxy in Group of Galaxies,0.01657,0.231987867,0.230060141
49.535059,41.754377,GiG   IC  312   0.231 Gly Distance   0.229 Gyr Light Travel Time,0.94,GiG,Galaxy in Group of Galaxies,0.0165,0.231011342,0.229099621
50.205486,41.370679,GiG   2MASS J03204930+4122144   0.231 Gly Distance   0.229 Gyr Light Travel Time,0.593,GiG,Galaxy in Group of Galaxies,0.01649,0.230871836,0.228962396
49.489886,41.497291,GiC   2MASX J03175762+4129496   0.23 Gly Distance   0.228 Gyr Light Travel Time,0.377,GiC,Galaxy in Cluster of Galaxies,0.01643,0.230034787,0.228139005
49.108823,41.53037,GiG   UGC  2621   0.23 Gly Distance   0.228 Gyr Light Travel Time,1.21,GiG,Galaxy in Group of Galaxies,0.0164,0.229616254,0.227727284
